EventCount;s1;sd;dt;s2d;s3d;s4d;s5d;s6d;s7d;s8d;s9d;s10d;s2;s3;s4;s5;s6;s7;s8;s9;s10;s234;s567;s8910;s99
268;2;5;10;0;0;0;3.68741658004337;0;0;0;0;0;99.94736425587305;12.34073998892843;1.185558751479744;104.49712824295692;16.245005748365866;1.176722620456899;80.68228051125993;12.34073998892843;1.185558751479744;463.49538378005906;651.7819896789334;374.1555852746716;651.521747409421
269;3;5;10;0;0;0;3.87365604537137;0;0;0;0;0;99.8593199920959;12.121172659456887;1.241233596249049;102.2526820593128;16.12117265945689;1.241233596249049;80.15157474558164;12.158671403014617;1.229746282141951;391.72483409712345;533.481300243658;325.9599449603711;325.61358301365203
270;3;5;10;0;0;0;4.12110791439395;0;0;0;0;0;99.71914942765824;11.974929111581753;1.075119385132706;101.85043661132062;15.974929111581753;1.075119385132706;79.72391819737676;12.111184667367118;1.0715422715549583;567.9606229341031;773.8709513536157;462.27764848021855;461.88561022355105
271;3;5;10;0;0;0;4.42729972983254;0;0;0;0;0;99.53225508227332;11.909097946392672;0.839940757756147;101.4536429108011;15.909097946392672;0.839940757756147;79.37323769947153;12.018837584791296;0.847562626434426;791.2222576146852;1077.3801911368657;631.3517948847903;630.9577886803129
272;3;5;10;0;0;0;4.78917212428095;0;0;0;0;0;99.31504656406507;11.914676939506432;0.751919859547572;101.2137218407045;15.914676939506432;0.751919859547572;78.94778853324155;11.897006543064892;0.763733199569116;864.2622074338782;1176.4823684988726;678.3763247396574;678.0205025140048
273;2;5;10;0;0;0;5.20310938839276;0;0;0;0;0;99.09287198531648;11.968627360809775;0.891982698390775;103.87686990601124;15.839793010525215;0.897126379419786;78.63721905153473;11.968627360809775;0.891982698390775;744.6574816253667;1026.4891705866864;590.9385037262346;1026.2021056610586
274;2;5;10;0;0;0;5.66497559785452;0;0;0;0;0;98.89637263537541;12.038490023470775;1.131356146186191;104.21802790574456;15.916941426844772;1.125101091605896;78.7184149650466;12.038490023470775;1.131356146186191;506.5046687149062;715.0982011655385;403.1618514526926;714.8967051779549
275;2;5;10;0;0;0;6.17015593817396;0;0;0;0;0;98.75682221189518;12.088718970501168;1.249961358957928;105.15942170984965;16.086207346721597;1.238058437102788;78.99414903725518;12.088718970501168;1.249961358957928;376.48932100053656;552.5359525422439;301.14834467070597;552.4214343934347
276;2;5;10;0;0;0;6.71360281438104;0;0;0;0;0;98.70117939417568;12.087577743534949;1.138753251059613;106.214467692142;16.2064122679218;1.132145953390108;79.33456733359006;12.087577743534949;1.138753251059613;499.5656924834063;731.0906460085517;401.5436118508546;731.0502538575898
277;2;5;10;0;0;0;7.2898862849285;0;0;0;0;0;98.74763524705781;12.013341332436259;0.899976044030492;106.86780787146876;16.14426609130175;0.9047390895528494;79.60487550286895;12.013341332436259;0.899976044030492;737.4313584074623;1066.0483408695122;594.4763267603092;1066.0586249284124
278;2;5;10;0;0;0;7.89324831587231;0;0;0;0;0;98.90236625277495;11.858672599474733;0.75316040083563;107.45448940099102;15.881315973308393;0.764914667462505;79.72237838028187;11.858672599474733;0.75316040083563;855.630963787688;1231.153325885532;689.6997314971081;1231.1857061407661
279;2;5;10;0;0;0;8.5176603132444;0;0;0;0;0;99.15802054566474;11.63237247027016;0.833287946753355;108.26530029425201;15.52591624559459;0.841226615955576;79.68983679745797;11.63237247027016;0.833287946753355;775.6279632265815;1120.4140888254049;623.3450956859919;1120.4410898063466
280;2;5;10;0;0;0;9.156883358770202;0;0;0;0;0;99.49419781365503;11.35817869910519;1.0666897855940214;108.8979395586965;15.220498237939076;1.0635140815181157;79.59098515639492;11.35817869910519;1.0666897855940214;545.8538079972328;805.2100896653899;436.6590543424296;805.2111720516124
281;2;5;10;0;0;0;9.80453054707786;0;0;0;0;0;99.87987424183778;11.070822527773075;1.238777343115248;109.26833114278465;15.028500611166564;1.227406993443093;79.55033444473852;11.070822527773075;1.238777343115248;360.42264797691803;552.8762084237947;287.06225759355306;552.8421083143548
282;3;5;10;0;0;0;10.454130801545688;0;0;0;0;0;100.27742137957809;10.810049369351763;1.191334112554452;104.90180929272316;14.810049369351763;1.191334112554452;79.69384973977145;10.901996572255362;1.182222964337573;401.53779226754693;575.4864160064817;329.1693331972128;329.1040992758704
283;3;5;10;0;0;0;11.09919353115997;0;0;0;0;0;100.6476194877942;10.613678881383485;0.9679791812935608;105.55169622553697;14.613678881383485;0.9679791812935608;79.84567211239856;10.755359369483884;0.9695039821843436;605.6558917570313;874.5432093424417;485.81296766474514;485.73331336748953
284;3;5;10;0;0;0;11.73327348235598;0;0;0;0;0;100.95491083993309;10.51095464056238;0.774064043079799;106.34605888472923;14.51095464056238;0.774064043079799;80.3867211164544;10.57210802649311;0.784822898171237;758.7899776295234;1103.4924316455272;601.2853183926733;601.2174028886935
285;2;5;10;0;0;0;12.35003513786033;0;0;0;0;0;101.1721010162791;10.517382444603701;0.78787338170142;113.19662473128001;14.441784587363342;0.797974649239448;80.98013307071645;10.517382444603701;0.78787338170142;750.5433801441385;1141.3219485217062;600.7496354122198;1141.2961765717932
286;2;5;10;0;0;0;12.94331601908552;0;0;0;0;0;101.28380233864976;10.631988280680826;0.9967109549147347;114.21025714830351;14.489143501578779;0.9968675761092712;81.35341915199344;10.631988280680826;0.9967109549147347;584.8007367027144;898.4544371575147;469.725053314033;898.499237125027
287;2;5;10;0;0;0;13.50718825957909;0;0;0;0;0;101.28810968832519;10.837490660848768;1.208572461011233;115.14214819701516;14.758729791029012;1.198640439058318;81.48486049380867;10.837490660848768;1.208572461011233;388.9782895055536;617.9261090677837;312.92756625641545;618.0618433109289
288;3;5;10;0;0;0;14.03601783430508;0;0;0;0;0;101.19627417439186;11.103356230846133;1.228673408335189;108.36061216734194;15.103356230846133;1.228673408335189;81.1760173370867;11.161091650796582;1.217784198414466;376.96014710899215;549.0622145276435;313.2320213499781;313.4661682533516
289;3;5;10;0;0;0;14.52452085296082;0;0;0;0;0;101.03045117391149;11.391187387234766;1.0385330786172255;108.25174157162877;15.391187387234766;1.0385330786172255;80.95533591735321;11.53233741811351;1.0366981701116433;584.0423235692745;845.5320015349802;475.2652516968163;475.5897760554615
290;3;5;10;0;0;0;14.96781635486153;0;0;0;0;0;100.81989724180345;11.661470149675822;0.812965614122981;108.03989754910197;15.661470149675822;0.812965614122981;80.7065108037211;11.756262104039662;0.821872013450458;808.120045878461;1163.03561790697;645.9964055465362;646.3878438527956
291;3;5;10;0;0;0;15.36147507788623;0;0;0;0;0;100.59622848383255;11.880465760881942;0.759356701450805;107.8664290763163;15.880465760881942;0.759356701450805;80.29065335797931;11.841748353044258;0.770815906143624;866.8027774773052;1242.380613796641;682.036082534102;682.45838228308
292;2;5;10;0;0;0;15.70156371420082;0;0;0;0;0;100.38849388142678;12.026004675198564;0.9269941276813284;115.67297285690553;15.889374511370848;0.9304705977917412;79.97635769263289;12.026004675198564;0.9269941276813284;724.6542636645706;1098.1081548432942;577.3092747340386;1098.5178102885932
293;2;5;10;0;0;0;15.9846842105694;0;0;0;0;0;100.21883879812923;12.091141211592404;1.161752816237808;115.76120673076409;15.982215434295576;1.154050301178865;79.94187701051875;12.091141211592404;1.161752816237808;481.9556952523979;748.9049883525137;384.4431184439712;749.2575989917495
294;2;5;10;0;0;0;16.20800772057956;0;0;0;0;0;100.09943334983755;12.085015059881105;1.247796711506578;116.25563294571346;16.10393952642491;1.235996868101503;80.01102003821788;12.085015059881105;1.247796711506578;383.9748826279028;615.1583979920018;306.9170423846674;615.4155157453795
295;3;5;10;0;0;0;16.36930286954022;0;0;0;0;0;100.03113365272648;12.030771855494931;1.106017452989285;108.24793914838281;16.03077185549493;1.106017452989285;80.22965132476831;12.160147498613643;1.100969002846938;539.4173317297701;777.8042017235344;441.6876466258033;441.82272039546456
296;3;5;10;0;0;0;16.46695804964004;0;0;0;0;0;100.00406408028599;11.960927631830033;0.866766237118177;108.21964227452678;15.960927631830033;0.866766237118177;80.03506252989925;12.081807081886657;0.873110702017311;774.2561268415761;1118.0632190914807;621.2246800047606;621.2270626287435
297;3;5;10;0;0;0;16.4999975226;0;0;0;0;0;100.00000000266213;11.91102477210369;0.750009528401639;107.97889757358396;15.91102477210369;0.750009528401639;79.58554109714586;11.91227202018031;0.76191383657299;871.508688121816;1257.0704981033632;685.9256378383033;685.8019623817853
298;3;5;10;0;0;0;16.46809116892763;0;0;0;0;0;99.99614199201392;11.912736391857536;0.863092906382507;107.56350131228338;15.912736391857536;0.863092906382507;79.21311020558036;11.793204723824488;0.869612291792864;774.4056968961839;1112.7140244385105;602.65854433198;602.4312426824285
299;2;5;10;0;0;0;16.37155778636203;0;0;0;0;0;99.96964987179915;11.987675935590554;1.102048034855888;115.40168471976588;15.85726221578889;1.0971886046246548;78.90273788695941;11.987675935590554;1.102048034855888;541.402806682065;834.6421198204122;427.31132700455555;834.3453627694381
300;2;5;10;0;0;0;16.21136190455208;0;0;0;0;0;99.90218352690042;12.143041103500646;1.247180670701389;114.6870692142409;16.121647104482335;1.235410162572752;78.59487797018156;12.143041103500646;1.247180670701389;385.76687249117066;608.5501944055594;303.4898657667299;608.223987670452
301;2;5;10;0;0;0;15.98910414779513;0;0;0;0;0;99.78369631105794;12.369889131587732;1.1650565378361;114.40746522333826;16.477184397386726;1.157196702701048;78.52293524510452;12.369889131587732;1.1650565378361;487.1817088401072;757.6420097352498;383.3786398992299;757.3255027921097
302;3;5;10;0;0;0;15.70700524212794;0;0;0;0;0;99.61484635928555;12.644364005248093;0.9311801852815244;106.57918901440334;16.644364005248093;0.9311801852815244;78.56093526744702;12.781701763306266;0.9344573193157376;751.8194339598454;1058.8443042212916;596.7166477600341;596.4418440530693
303;3;5;10;0;0;0;15.36788382656661;0;0;0;0;0;99.40761221522017;12.931661581560085;0.760576453000279;106.83046678854711;16.931661581560085;0.760576453000279;79.08328015945631;12.972774130484275;0.77197757428598;931.2700820456771;1310.377368406197;735.1119620235073;734.8989366872562
304;1;5;10;0;0;0;14.97512829019671;0;0;0;0;0;99.0910755458058;13.099111193072009;0.819140595878399;107.14338671157961;17.192022541162466;0.810097625672319;79.65582256648125;13.192022541162466;0.810097625672319;886.3418236371273;1269.9338032760456;724.4654073157826;886.1962736213518
305;1;5;10;0;0;0;14.53266291650994;0;0;0;0;0;98.83142024803227;13.246162349530033;1.0325849195443428;107.36962611183444;17.387675329683415;1.0342141655215598;80.10329465357947;13.387675329683415;1.0342141655215598;671.0650575870864;954.366242703697;548.2108880429585;670.9785802212782
306;3;5;10;0;0;0;14.04490867326057;0;0;0;0;0;98.8060641372888;13.489478321167333;1.226874359376987;107.40059369470589;17.489478321167333;1.226874359376987;80.30277932031004;13.429470090283507;1.216070818454274;449.4103802206896;633.3559902823755;374.57213848613173;374.52513591039354
307;3;5;10;0;0;0;13.51673903961686;0;0;0;0;0;98.7127197270514;13.482063643159657;1.210947313505927;107.20983078062278;17.482063643159655;1.210947313505927;80.28924922956477;13.558731452277842;1.200902203338978;468.63651018874725;659.9848054591922;393.5544632508958;393.52109216367035
308;2;3;10;0;5.54594503708011;0;0;0;0;0;0;0;98.71521572538211;16.139527363901703;1.001076280430896;100.2164615210498;17.509410664350288;1.0010250289818057;80.38312389741367;13.366554845361643;1.001076280430896;859.3753694051951;946.5712929308852;579.5519286767834;946.5255083376973
309;2;3;16;0;14.93581283409004;0;0;0;0;0;0;0;98.82501818072113;20.62827452331006;0.790215720091221;100.30520359258676;17.238070953959355;0.800205447705925;80.29044044773661;13.16036810626504;0.790215720091221;1434.5393221758886;1204.3985733619159;743.5574497669753;1204.3201185492042
310;2;3;16;0;14.87629610363743;0;0;0;0;0;0;0;99.04046039988054;20.33228089686338;0.772229859229903;100.45629877449915;16.835243081619534;0.783076056409431;80.29246275934509;12.894132845044664;0.772229859229903;1442.5405150916083;1198.6370747907629;741.6451949474446;1198.516283073881
311;2;3;16;0;14.79773754125382;0;0;0;0;0;0;0;99.34638142062103;20.005156063673805;0.9636548153767908;100.40793686724457;16.46494789541133;0.9653855384540864;80.45406594142091;12.606287293046899;0.9636548153767908;1133.8785010726592;940.8424743812202;578.6390266964321;940.6829687322638
312;2;3;16;0;14.70044391644415;0;0;0;0;0;0;0;99.71576799948372;19.686545765620934;1.18849536665185;100.59907498814663;16.242481565918958;1.179519396811286;80.75407972600715;12.33632380739885;1.18849536665185;732.3315501703396;623.1490361175997;371.64185409953495;622.9678004478178
313;2;3;16;0;14.5847951587312;0;0;0;0;0;0;0;100.11317084481301;19.41029925520261;1.24003414711812;101.1671719794798;16.157834714553744;1.228603949636305;81.09136769836941;12.117901675837016;1.24003414711812;631.0900228623464;548.5094419643627;319.13167821931097;548.3342222003766
314;2;3;16;0;14.45124287403893;0;0;0;0;0;0;0;100.49938957646836;19.19868938203345;1.0708866396981744;101.46692902451478;16.110062012291817;1.0675110854268328;81.32643679613942;11.973067945013986;1.0708866396981744;924.877825432266;788.3959928722129;466.75239251934136;788.2604790559246
315;2;3;16;0;14.30030858118101;0;0;0;0;0;0;0;100.83672310685837;19.058779598011512;0.836566282650215;101.23816339783369;16.016728689585214;0.844348840619253;81.34086450808117;11.908625307421008;0.836566282650215;1287.6529966992869;1077.0325824956092;649.0160634086392;1076.9702353623832
316;3;3;16;0;14.13258167534104;0;0;0;0;0;0;0;101.09399393849456;18.98158761096954;0.752506131620445;101.08911463732467;15.915296773299023;0.752506131620445;80.93169363011589;11.895119719332122;0.764291553924233;1400.7732396435792;1174.4352617667803;694.9413044227932;694.9789462751335
317;3;3;16;0;13.94871712649693;0;0;0;0;0;0;0;101.25059014341123;18.944188734005024;0.895990701802386;100.62048414359633;15.969830170756568;0.895990701802386;80.53024948941025;11.839923371024478;0.9009435255260816;1198.3308771271975;1003.8986615313389;591.9827247974634;592.135068175837
318;2;3;16;0;13.74943292177718;0;0;0;0;0;0;0;101.29892197803998;18.9143695855047;1.135100941083759;100.15837061478861;15.919452291696615;1.128667562936913;80.06163071969269;12.039653124616114;1.135100941083759;808.6326254382395;682.2155719583777;406.8112658837653;682.4817004660131
319;2;3;16;0;13.5355072617365;0;0;0;0;0;0;0;101.24493708408167;18.856981004963895;1.249999998182636;99.42258274767222;16.089244599440384;1.238095236364415;79.56693705891789;12.089227374095646;1.249999998182636;602.0052136143217;522.4360504952593;303.3094629206632;522.7985225278825
320;2;3;16;0;13.30777552149928;0;0;0;0;0;0;0;101.10664016764288;18.740831399786572;1.135050209886459;99.18857726752631;16.20716308574339;1.128619247510913;79.25768094893498;12.086943639036928;1.135050209886459;799.779782287726;687.8903893483119;404.3521409116251;688.3171691852247
321;3;3;16;0;13.06712698863768;0;0;0;0;0;0;0;100.91087244743386;18.544863881517774;0.895935881436624;99.1757317795598;16.011300387198936;0.895935881436624;79.00926379977423;12.141192850385584;0.9008913156539275;1169.2154363510426;992.1216993719406;595.6197597273601;596.0686754758792
322;3;3;16;0;12.81450139052256;0;0;0;0;0;0;0;100.68887439619391;18.262490188450432;0.752497623677686;99.27125170705938;15.855239493189154;0.752497623677686;79.23999957084501;11.87538244123197;0.764283451121606;1342.3163774353882;1148.9727052995;679.2914083182861;679.7163836498815
323;3;3;16;0;12.55088522470834;0;0;0;0;0;0;0;100.47134027913938;17.90328807416093;0.836611909293796;99.42931805986856;15.627845461806759;0.836611909293796;79.58108268628693;11.519719561169142;0.84439229456552;1205.1415808979693;1041.0621196259062;608.8934115763954;609.251399727992
324;3;3;16;0;12.27730790668109;0;0;0;0;0;0;0;100.28374579841673;17.491746205908044;1.070944452002404;99.5237382729551;15.353092252567507;1.070944452002404;79.62639189403323;11.216107957647543;1.0675661447641942;840.7504406901157;732.3622138542299;430.7035624955778;430.9609841423992
325;3;3;16;0;11.99483775001309;0;0;0;0;0;0;0;100.14267958512066;17.06327530778237;1.240050992717105;99.47472628738915;15.065856432775833;1.240050992717105;79.37125763839715;11.025956472587495;1.22861999306391;554.9171738443006;486.69080058052936;293.6441215210981;293.78169579940527
326;3;3;16;0;11.70457779462121;0;0;0;0;0;0;0;100.05374362089128;16.65819957305512;1.188455757779572;99.28551574744043;14.805910675744522;1.188455757779572;79.13418269855867;10.899778889676872;1.179481674075783;621.839876870177;548.4514462856806;328.97816667486666;328.9933110683966
327;3;3;16;0;11.40766149941964;0;0;0;0;0;0;0;100.01133335944829;16.31480865397389;0.9635951682477556;99.04207916281312;14.610977904264068;0.9635951682477556;79.07434937344615;10.752312289323156;0.9653287316645291;930.9814203722185;825.67444779502;483.90671833237644;483.8131266927813
328;3;3;16;0;11.10524831618706;0;0;0;0;0;0;0;100.0003057684756;16.062721542430474;0.772205013139469;98.87600466330211;14.510097384336943;0.772205013139469;79.04252004426245;10.568955758696346;0.783052393466161;1150.6950274672415;1027.7820163125027;592.0988656637384;591.923376138146
329;3;3;16;0;10.798519161932315;0;0;0;0;0;0;0;99.99924072071781;15.917758427919601;0.79024851842035;98.90644659207967;14.518498846953442;0.79024851842035;78.9525177297161;10.44076709266643;0.800236684209857;1120.074425826877;1010.4494295393511;574.1726773644183;573.9500228754533
330;1;3;16;0;10.488671807438688;0;0;0;0;0;0;0;99.84189045618591;20.980725362271052;1.0010824462352794;99.18611387139116;14.634909221352654;1.0011365685470435;79.18611387139116;10.634909221352654;1.0011365685470435;1129.8924453410493;782.9031163902118;454.2029298216262;1129.658851898396
331;1;3;16;0;10.176916199994688;0;0;0;0;0;0;0;99.8594515466682;20.942055345703263;1.200933012183943;99.67461099768147;14.841777883476048;1.21097966279314;79.67461099768147;10.841777883476048;1.21097966279314;755.9661615747297;520.8824957529212;304.1513464335329;755.7529571041251
332;1;3;16;0;9.864469738575748;0;0;0;0;0;0;0;99.8994322278991;21.032889010808958;1.216046693380751;100.25080188474597;15.1083797791821;1.226849028049789;80.25080188474597;11.1083797791821;1.226849028049789;729.854438834814;510.7411010137456;300.60428013846564;729.6828221219225
333;1;3;16;0;9.552552519927298;0;0;0;0;0;0;0;99.83219294905207;21.0903067973498;1.0325280410336708;100.75920884809615;15.39623658657768;1.0341544430853544;80.75920884809615;11.39623658657768;1.0341544430853544;1079.3800785896908;793.1129390719506;470.53206321695825;1079.2579771659084
334;1;3;16;0;9.242382574113064;0;0;0;0;0;0;0;99.59014236598257;21.001145870074637;0.819103257770981;101.07091788576409;15.665878119643496;0.81005842065953;81.07091788576409;11.665878119643496;0.81005842065953;1428.2412249882507;1091.6604670652187;652.0623952027294;1428.1627827017494
335;2;3;16;0;8.93517110813376;0;0;0;0;0;0;0;99.27724409677093;16.351310573997395;0.760593810318861;101.04469288536768;15.842579478976948;0.771994105065582;81.13326185836107;11.883725019930518;0.760593810318861;1175.9714698103205;1147.013085323572;698.4672309948094;1146.9608355461746
336;2;3;16;0;8.63211777618964;0;0;0;0;0;0;0;99.05716488892668;16.343911916797673;0.931238146692821;101.13636443751481;15.890505791077967;0.9345125206598296;80.98734923886099;12.027853028702856;0.931238146692821;966.2745857752234;954.9605697370356;581.3851671593179;954.9098567091215
337;2;3;16;0;8.33440599505655;0;0;0;0;0;0;0;98.8681106459988;16.258805505942533;1.165101813885868;100.80628502988749;15.984329990981132;1.157239822748446;80.74624458394048;12.091602508414255;1.165101813885868;634.4021910311939;647.5391942074141;385.32394531160094;647.4639924793755
338;2;3;16;0;8.04319832286872;0;0;0;0;0;0;0;98.74097171733017;16.105986742711686;1.247171634798273;100.38289675738804;16.105815641851425;1.235401556950736;80.54340652506271;12.084387581277328;1.247171634798273;505.7302346834246;532.139761152925;309.52007645719414;532.0187862987885
339;2;3;16;0;7.75963191935415;0;0;0;0;0;0;0;98.70151924000291;15.909382544919666;1.101992994567541;100.4443476619205;16.15999436375264;1.09713618530242;80.47365897896194;12.029566585242586;1.101992994567541;709.482521069476;740.4079350892308;437.38941332150245;740.2298844477355
340;2;3;16;0;7.48481410525018;0;0;0;0;0;0;0;98.7661092539319;15.702174784294971;0.863042465496205;100.7182113333774;16.079280530052273;0.869564252853529;80.55208999917438;11.959767731669885;0.863042465496205;1008.247420576733;1044.8206330887451;626.3238145607535;1044.587553142372
341;2;3;16;0;7.21981803823972;0;0;0;0;0;0;0;98.93869669686552;15.520433629420486;0.750010062035628;100.70601748247337;15.909242912884086;0.761914344795836;80.70850961245355;11.910524610300625;0.750010062035628;1123.5500239176945;1159.1856185812658;703.351787590218;1158.9137371417378
342;2;3;16;0;6.9656785222935;0;0;0;0;0;0;0;99.20964679990337;15.39622143542356;0.866817254651828;100.65413857823835;15.79248436775526;0.873159290144598;80.81978280139373;11.91338217427681;0.866817254651828;988.6534766476151;1021.159156371512;623.2019428977977;1020.8769811127041
343;1;3;16;0;6.72338796678264;0;0;0;0;0;0;0;99.4271930013273;18.58375663550765;1.101020999178513;100.76605032511897;15.98972969858446;1.106072049137439;80.76605032511897;11.98972969858446;1.106072049137439;836.4417777376818;722.1115339277908;433.99743332238756;836.1857637972865
344;1;3;16;0;6.49389251114134;0;0;0;0;0;0;0;99.92807696911792;18.621487790784087;1.23600446744991;100.48654512000509;16.146485598566272;1.247804690822406;80.48654512000509;12.14648559856627;1.247804690822406;611.4109902778773;514.9909208031798;310.3041426278532;611.2195277166901
345;1;3;16;0;6.27808833021265;0;0;0;0;0;0;0;100.45157153157244;18.761460122596848;1.154006516738225;100.0108231327075;16.374423728270685;1.161706842575136;80.0108231327075;12.374423728270685;1.161706842575136;762.9446300696918;651.4026768888779;393.83130460866175;762.851415552589
346;1;3;16;0;6.07681813470482;0;0;0;0;0;0;0;100.84117659799905;18.862890734556622;0.930415684774856;99.45171088737418;16.64945250040747;0.9269364690135988;79.45171088737418;12.64945250040747;0.9269364690135988;1136.5396166560008;993.9650759659204;603.3007870681556;1136.5675956963387
347;1;3;16;0;5.8908678804241;0;0;0;0;0;0;0;101.03699662924136;18.866175526938736;0.770800351324974;98.96264137788995;16.936623401112747;0.759340368891222;78.96264137788995;12.936623401112747;0.759340368891222;1367.405717482743;1215.6539642110506;740.891247933162;1367.5626914868046
348;2;3;16;0;5.72096369913409;0;0;0;0;0;0;0;101.19848425798895;16.056632805253347;0.813005623751504;98.8062562906007;17.101333230224796;0.821910117858576;78.6772967860432;13.196150955686305;0.813005623751504;1116.8283912110132;1150.4000211435464;713.5997137479407;1150.6767235209325
349;2;3;16;0;5.56776906302673;0;0;0;0;0;0;0;101.29188753641064;16.174245932186196;1.0385926457659045;98.53963207734039;17.249216683862898;1.0367549007294328;78.65707212361285;13.390361400672836;1.0385926457659045;831.3383415640526;865.190807868689;534.4525818162455;865.5618176431988
350;3;3;16;0;5.43188219387763;0;0;0;0;0;0;0;101.27890719761125;16.206259334748697;1.228697767242236;98.86856437541753;17.49031823780988;1.228697767242236;78.7808243721222;13.432614331364348;1.217807397373559;550.6158716776182;580.100012183267;365.8351739325214;366.26253199972905
351;3;3;16;0;5.31383372700282;0;0;0;0;0;0;0;101.17283376627772;16.13784695533512;1.208539216209847;99.20049184052952;17.480930091833716;1.208539216209847;79.31757768345409;13.559719701223424;1.198608777342711;578.6097739992803;614.5463168006158;391.11873173069904;391.5576448000826
352;3;3;16;0;5.21408463913916;0;0;0;0;0;0;0;100.99731687990878;15.970661856214907;0.9966506715219928;99.51263577079656;17.363619536645327;0.9966506715219928;79.65546175320733;13.506463858354275;0.9968101633542789;876.0454809421728;938.4527114353181;584.1764145931483;584.5820614180145
353;3;3;16;0;5.13302444834013;0;0;0;0;0;0;0;100.7823563312314;15.722583619171687;0.787841483990599;99.69576616980873;17.15607139500162;0.787841483990599;79.64587640189801;13.231640018410943;0.797944270467237;1117.711465373157;1206.4681042165007;735.7738192117687;736.1080796662733
354;1;3;16;0;5.0709696929161;0;0;0;0;0;0;0;100.49828996525353;17.89889109889913;0.784847483484879;99.71689742467424;16.889105924733293;0.774089857659123;79.71689742467424;12.889105924733295;0.774089857659123;1272.6495419150729;1204.2493797866882;734.7070290003686;1272.8864867104405
355;1;3;16;0;5.02816269535899;0;0;0;0;0;0;0;100.21515097397244;17.48771879920524;0.9695609279598572;99.63058862718664;16.60124100038398;0.9680389743578502;79.63058862718664;12.601241000383979;0.9680389743578502;991.3415079985701;937.6743036175361;568.868659216589;991.4707120924045
356;1;3;16;0;5.00477061607821;0;0;0;0;0;0;0;100.1031598065259;17.244773871544073;1.182259914891569;99.55162514119414;16.33192408932764;1.191372910636148;79.55162514119414;12.33192408932764;1.191372910636148;653.9651566200204;602.197632608764;363.3567529909149;653.9922918746893
357;1;3;16;0;5.00088480064274;0;0;0;0;0;0;0;100.12687332407165;17.157893782369435;1.227389976606634;99.60102575781693;16.11465416217465;1.238759475436966;79.60102575781693;12.11465416217465;1.238759475436966;578.4332322965873;523.1924928910927;314.3448779636614;578.3778837355738
358;1;3;16;0;5.0165204230787;0;0;0;0;0;0;0;100.16179779322788;17.125442472904517;1.0634587424921644;99.84879740515429;15.971232402626844;1.0666316796167725;79.84879740515429;11.971232402626844;1.0666316796167725;833.3891218160098;770.3656365550725;461.76698190954005;833.2802686308788
359;1;3;16;0;5.0516164266151;0;0;0;0;0;0;0;100.10879227246576;17.06622500378072;0.841183833185383;100.27828841555431;15.908175328966102;0.833243024844653;80.27828841555431;11.908175328966102;0.833243024844653;1138.8394573218575;1072.7686257395308;642.8684418187428;1138.7094749508262
360;1;3;16;0;5.10603576210917;0;0;0;0;0;0;0;99.97730641049154;16.999290229763584;0.764923775229683;100.78775759731994;15.915931856006923;0.753169963991167;80.78775759731994;11.915931856006923;0.753169963991167;1226.1102275845574;1170.2528065801382;702.2850156446983;1225.9885259092039
361;1;3;16;0;5.1795659232204;0;0;0;0;0;0;0;99.86291065446107;17.019665236266746;0.9047917142182574;101.22883298751198;15.97103785168172;0.9000312999291703;81.22883298751198;11.97103785168172;0.9000312999291703;1050.1173652200555;1004.935548105502;604.4256103546102;1050.0248337616158
362;1;3;16;0;5.2719197762432;0;0;0;0;0;0;0;99.84275003010065;17.193914150750153;1.132193712079061;101.4657089468741;16.04080977485783;1.138803397683014;81.4657089468741;12.04080977485783;1.138803397683014;729.0339304252152;681.4426805103703;410.690148108841;728.9792046647121
363;3;3;16;0;5.38273668135793;0;0;0;0;0;0;0;99.88595230939286;14.78108759605064;1.249960291731759;101.4300017053987;16.08971925537168;1.249960291731759;81.28372469945215;12.092265324442604;1.238057420696914;465.60482662462897;514.661365037682;321.0489337167957;321.02715609832137
364;3;3;16;0;5.5115839009216;0;0;0;0;0;0;0;99.75863969710986;14.842078108258345;1.131304846313271;101.14797798742133;16.08628615779755;1.131304846313271;81.03592973442086;12.207852852128262;1.125052234584068;629.9755495090006;692.2954195377341;426.50539718544684;426.4996840350737
365;2;3;16;0;5.65795828929918;0;0;0;0;0;0;0;99.58219859661105;14.83821295242187;0.891928330737685;100.60611495155423;16.13805326922866;0.897074600702557;80.72862449813694;12.00923380777228;0.891928330737685;927.8171028702154;1012.9539623858719;608.7541244246426;1012.9392879578188
366;2;3;16;0;5.82128825763649;0;0;0;0;0;0;0;99.37043406217798;14.762427762035188;0.751912409483833;100.44191863088936;15.869419843017385;0.763726104270317;80.31770965175498;11.851783633216948;0.751912409483833;1071.4359123603952;1151.256284126421;695.2584191073995;1151.2050461378876
367;2;3;16;0;6.00093600590247;0;0;0;0;0;0;0;99.14676585848976;14.623771322475857;0.839987074836004;100.13619402768492;15.513541627712135;0.847606737939051;80.03746392945816;11.623303319524618;0.839987074836004;967.768059751926;1028.0522589981945;620.9494338519834;1027.9404775453345
368;3;3;16;0;6.19620001348464;0;0;0;0;0;0;0;98.94093018938109;14.446101769640997;1.0751768856465402;99.93757857591467;15.348001762898678;1.0751768856465402;79.77203880247376;11.211756562733697;1.071597033949086;679.7468151912897;729.4595011981345;428.16224717031344;427.97522768106734
